# Data format: "%int(Month)/%int(Day)/%int(Year) %int(Hours):%int(Minutes):%float(Seconds) %float(StepIndex),%float(StepHeading),%float(StepDistanceX),%float(StepDistanceY),%float(StepDistance),%float(StepTime),%float(StepAmplitude),%float(StepDutyCucle),%float(StepRatio),%float(Altitude),%float(Confidence),%float(AltitudeOffset) %int(BatteryLevel) %float(RawGyroX),%float(RawGyroY),%float(RawGyroZ) %float(RawAccelX),%float(RawAccelY),%float(RawAccelZ) %float(RawCompassX),%float(RawCompassY),%float(RawCompassZ) %float(CorrectedGyroX),%float(CorrectedGyroY),%float(CorrectedGyroZ) %float(CorrectedAccelX),%float(CorrectedAccelY),%float(CorrectedAccelZ) %float(CorrectedCompassX),%float(CorrectedCompassY),%float(CorrectedCompassZ) %float(LinearAccelX),%float(LinearAccelY),%float(LinearAccelZ)"
06/13/24 12:31:25.420853 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00745,-0.00852,-0.00106 0.03406,-0.21606,0.96899 0.15900,0.35700,-0.33600 -0.00745,-0.00852,-0.00106 0.03406,-0.21606,0.96899 0.16470,0.35540,-0.34154 0.01580,-0.01717,-0.14346
06/13/24 12:31:25.459131 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,0.00106,-0.00106 0.04169,-0.21771,0.96857 0.16650,0.35400,-0.34800 -0.00213,0.00106,-0.00106 0.04169,-0.21771,0.96857 0.16528,0.35838,-0.34248 0.00826,-0.01642,-0.14054
06/13/24 12:31:25.503019 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01384,0.01065,0.00106 0.04028,-0.22400,0.96704 0.16950,0.35850,-0.34500 0.01384,0.01065,0.00106 0.04028,-0.22400,0.96704 0.16819,0.35715,-0.34367 0.00548,-0.01741,-0.14648
06/13/24 12:31:25.541260 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01490,-0.01171,0.00958 0.04443,-0.21637,0.96039 0.16200,0.35400,-0.34200 0.01490,-0.01171,0.00958 0.04443,-0.21637,0.96039 0.16645,0.35605,-0.34388 0.00462,-0.02430,-0.13832
06/13/24 12:31:25.585152 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00852,-0.00319,-0.01065 0.04468,-0.22559,0.96240 0.16650,0.35550,-0.34500 0.00852,-0.00319,-0.01065 0.04468,-0.22559,0.96240 0.16673,0.35600,-0.34271 -0.00041,-0.02134,-0.14607
06/13/24 12:31:25.623879 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.02023,0.00532,0.00639 0.03918,-0.22461,0.96625 0.17100,0.35100,-0.33600 0.02023,0.00532,0.00639 0.03918,-0.22461,0.96625 0.16720,0.35563,-0.34181 0.00468,-0.01840,-0.14854
06/13/24 12:31:25.667364 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,0.00106,0.00426 0.04266,-0.22229,0.96466 0.16200,0.36000,-0.34350 0.00000,0.00106,0.00426 0.04266,-0.22229,0.96466 0.16652,0.35509,-0.34391 0.00232,-0.01980,-0.14492
06/13/24 12:31:25.706097 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00532,0.00106,0.00852 0.04364,-0.22632,0.95996 0.17250,0.35400,-0.34350 -0.00532,0.00106,0.00852 0.04364,-0.22632,0.95996 0.16805,0.35493,-0.34253 -0.00179,-0.02389,-0.14782
06/13/24 12:31:25.744406 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01916,-0.01278,0.01278 0.04059,-0.22937,0.96820 0.16500,0.35400,-0.34350 -0.01916,-0.01278,0.01278 0.04059,-0.22937,0.96820 0.16677,0.35574,-0.34236 0.00029,-0.01577,-0.15154
06/13/24 12:31:25.788376 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01278,-0.01065,0.01065 0.03723,-0.22296,0.96448 0.16350,0.35400,-0.33750 0.01278,-0.01065,0.01065 0.03723,-0.22296,0.96448 0.16689,0.35628,-0.34198 0.00585,-0.02056,-0.14827
06/13/24 12:31:25.827148 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00106,-0.01703,0.01703 0.03302,-0.22980,0.96747 0.16800,0.34950,-0.34500 0.00106,-0.01703,0.01703 0.03302,-0.22980,0.96747 0.16893,0.35307,-0.34443 0.00606,-0.01742,-0.15616
06/13/24 12:31:25.870791 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00426,-0.03300,0.03833 0.03491,-0.22327,0.95923 0.16650,0.35100,-0.34200 0.00426,-0.03300,0.03833 0.03491,-0.22327,0.95923 0.16718,0.35251,-0.34307 0.00675,-0.02603,-0.15006
06/13/24 12:31:25.909372 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,-0.01065,0.07133 0.04028,-0.22327,0.97083 0.17700,0.35850,-0.34200 0.00319,-0.01065,0.07133 0.04028,-0.22327,0.97083 0.16985,0.35469,-0.34357 0.00397,-0.01393,-0.14702
06/13/24 12:31:25.952946 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01171,-0.02236,0.03833 0.04468,-0.21466,0.95856 0.16800,0.35400,-0.34350 0.01171,-0.02236,0.03833 0.04468,-0.21466,0.95856 0.17041,0.35474,-0.34477 0.00258,-0.02638,-0.13769
06/13/24 12:31:25.991699 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00106,0.00426,0.01810 0.05200,-0.21106,0.96246 0.16950,0.35550,-0.34350 -0.00106,0.00426,0.01810 0.05200,-0.21106,0.96246 0.16956,0.35442,-0.34362 -0.00087,-0.02195,-0.13036
06/13/24 12:31:26.035631 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00213,-0.00745,-0.01384 0.03790,-0.21509,0.96875 0.16800,0.34800,-0.34350 0.00213,-0.00745,-0.01384 0.03790,-0.21509,0.96875 0.16897,0.35288,-0.34379 0.00982,-0.01713,-0.14162
06/13/24 12:31:26.073889 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.02555,-0.00639,-0.00745 0.04285,-0.21704,0.96442 0.16650,0.35400,-0.33750 0.02555,-0.00639,-0.00745 0.04285,-0.21704,0.96442 0.16893,0.35361,-0.34240 0.00397,-0.02061,-0.14081
06/13/24 12:31:26.117834 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01810,0.01597,-0.01703 0.04395,-0.21350,0.96442 0.16650,0.35550,-0.34650 0.01810,0.01597,-0.01703 0.04395,-0.21350,0.96442 0.16883,0.35601,-0.34232 0.00488,-0.02088,-0.13751
06/13/24 12:31:26.156071 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,0.01810,-0.03407 0.05371,-0.21735,0.96082 0.17100,0.35250,-0.33900 -0.00639,0.01810,-0.03407 0.05371,-0.21735,0.96082 0.16841,0.35442,-0.34075 -0.00609,-0.02279,-0.13532
06/13/24 12:31:26.200047 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01490,-0.00319,-0.04046 0.03638,-0.21558,0.96527 0.16350,0.34950,-0.34050 -0.01490,-0.00319,-0.04046 0.03638,-0.21558,0.96527 0.16585,0.35221,-0.34096 0.00980,-0.02078,-0.14343
06/13/24 12:31:26.238794 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00106,0.01916,-0.03194 0.03326,-0.21143,0.96460 0.16500,0.35400,-0.34200 -0.00106,0.01916,-0.03194 0.03326,-0.21143,0.96460 0.16586,0.35352,-0.34191 0.01461,-0.02227,-0.14175
06/13/24 12:31:26.282240 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.02023,0.02874,-0.02449 0.03644,-0.22815,0.96307 0.16800,0.35400,-0.34050 0.02023,0.02874,-0.02449 0.03644,-0.22815,0.96307 0.16658,0.35289,-0.34223 0.00247,-0.02171,-0.15438
06/13/24 12:31:26.320950 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00532,0.00532,-0.00426 0.02661,-0.22101,0.95868 0.16500,0.35400,-0.34200 0.00532,0.00532,-0.00426 0.02661,-0.22101,0.95868 0.16765,0.35524,-0.34230 0.01360,-0.02801,-0.15387
06/13/24 12:31:26.364626 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,-0.00852,0.01597 0.03467,-0.23077,0.96130 0.16200,0.35250,-0.34650 -0.00319,-0.00852,0.01597 0.03467,-0.23077,0.96130 0.16427,0.35527,-0.34379 0.00234,-0.02340,-0.15751
06/13/24 12:31:26.403181 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00852,-0.00852,0.04684 0.03503,-0.21997,0.96106 0.16350,0.35850,-0.34050 0.00852,-0.00852,0.04684 0.03503,-0.21997,0.96106 0.16301,0.35711,-0.34111 0.00780,-0.02472,-0.14841
06/13/24 12:31:26.446793 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02023,-0.02342,0.04684 0.03662,-0.21832,0.96686 0.16650,0.35700,-0.34500 -0.02023,-0.02342,0.04684 0.03662,-0.21832,0.96686 0.16593,0.35629,-0.34403 0.00817,-0.01897,-0.14607
06/13/24 12:31:26.485538 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01384,-0.01703,0.07346 0.04333,-0.22058,0.96448 0.16500,0.34650,-0.33750 0.01384,-0.01703,0.07346 0.04333,-0.22058,0.96448 0.16801,0.35507,-0.34362 0.00110,-0.02019,-0.14395
06/13/24 12:31:26.529509 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00852,0.00000,0.05004 0.05304,-0.22388,0.96478 0.16800,0.35850,-0.34200 0.00852,0.00000,0.05004 0.05304,-0.22388,0.96478 0.16784,0.35425,-0.34174 -0.00847,-0.01831,-0.14128
06/13/24 12:31:26.567741 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00745,0.00000,0.01278 0.05475,-0.21967,0.96619 0.16800,0.34500,-0.33750 0.00745,0.00000,0.01278 0.05475,-0.21967,0.96619 0.16810,0.35316,-0.34164 -0.00740,-0.01713,-0.13666
06/13/24 12:31:26.606503 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00000,-0.00852,-0.00852 0.05408,-0.21875,0.96375 0.16800,0.36000,-0.34350 0.00000,-0.00852,-0.00852 0.05408,-0.21875,0.96375 0.16848,0.35201,-0.34263 -0.00644,-0.01977,-0.13671
06/13/24 12:31:26.650053 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,0.00319,-0.01703 0.04346,-0.22382,0.96558 0.16500,0.35550,-0.34500 -0.00319,0.00319,-0.01703 0.04346,-0.22382,0.96558 0.16912,0.35220,-0.34310 -0.00006,-0.01882,-0.14698
06/13/24 12:31:26.688810 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00639,-0.00532,-0.03513 0.04059,-0.21906,0.96570 0.16650,0.35250,-0.33750 0.00639,-0.00532,-0.03513 0.04059,-0.21906,0.96570 0.16696,0.35188,-0.34163 0.00519,-0.01960,-0.14492
06/13/24 12:31:26.732735 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01278,-0.00319,-0.02023 0.04187,-0.21851,0.96387 0.16200,0.35400,-0.34650 0.01278,-0.00319,-0.02023 0.04187,-0.21851,0.96387 0.16590,0.35198,-0.34368 0.00453,-0.02137,-0.14424
06/13/24 12:31:26.770977 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01810,0.00000,-0.04046 0.04242,-0.20935,0.96613 0.17250,0.35700,-0.34650 0.01810,0.00000,-0.04046 0.04242,-0.20935,0.96613 0.16405,0.35349,-0.34558 0.00964,-0.02005,-0.13649
06/13/24 12:31:26.814899 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01278,0.00319,-0.03194 0.03638,-0.21857,0.96448 0.16650,0.34800,-0.34050 -0.01278,0.00319,-0.03194 0.03638,-0.21857,0.96448 0.16604,0.35307,-0.34334 0.01007,-0.02154,-0.14775
06/13/24 12:31:26.853130 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01490,0.00532,-0.04258 0.03845,-0.22461,0.96643 0.17100,0.35550,-0.34650 -0.01490,0.00532,-0.04258 0.03845,-0.22461,0.96643 0.17001,0.35388,-0.34451 0.00573,-0.01873,-0.15166
06/13/24 12:31:26.897053 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00426,0.00958,-0.02768 0.04114,-0.21460,0.96173 0.16500,0.35550,-0.34500 -0.00426,0.00958,-0.02768 0.04114,-0.21460,0.96173 0.16835,0.35307,-0.34464 0.00837,-0.02410,-0.14222
06/13/24 12:31:26.935781 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01810,-0.01384,-0.00745 0.02319,-0.21930,0.95941 0.16050,0.35700,-0.34350 -0.01810,-0.01384,-0.00745 0.02319,-0.21930,0.95941 0.16542,0.35606,-0.34472 0.02042,-0.02818,-0.15570
06/13/24 12:31:26.979433 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01597,0.00639,-0.01384 0.03778,-0.22498,0.96265 0.16200,0.35100,-0.34650 -0.01597,0.00639,-0.01384 0.03778,-0.22498,0.96265 0.16545,0.35469,-0.34342 0.00623,-0.02246,-0.15201
06/13/24 12:31:27.017948 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02129,0.00000,-0.01597 0.04156,-0.21753,0.96124 0.16200,0.35400,-0.34500 -0.02129,0.00000,-0.01597 0.04156,-0.21753,0.96124 0.16206,0.35440,-0.34461 0.00680,-0.02408,-0.14339
06/13/24 12:31:27.061562 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01703,-0.00319,-0.01384 0.03900,-0.22443,0.96686 0.16500,0.35850,-0.34200 -0.01703,-0.00319,-0.01384 0.03900,-0.22443,0.96686 0.16490,0.35480,-0.34396 0.00614,-0.01815,-0.15043
06/13/24 12:31:27.100271 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00958,0.01810,-0.00319 0.03656,-0.21844,0.96594 0.16650,0.35100,-0.34650 0.00958,0.01810,-0.00319 0.03656,-0.21844,0.96594 0.16606,0.35596,-0.34436 0.01073,-0.01997,-0.14673
06/13/24 12:31:27.144222 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,-0.00106,-0.00106 0.04150,-0.21704,0.96399 0.16950,0.35700,-0.34050 -0.00319,-0.00106,-0.00106 0.04150,-0.21704,0.96399 0.16576,0.35535,-0.34436 0.00720,-0.02138,-0.14270
06/13/24 12:31:27.182453 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,-0.01384,0.00106 0.04712,-0.21576,0.96124 0.16350,0.35100,-0.34200 -0.00639,-0.01384,0.00106 0.04712,-0.21576,0.96124 0.16539,0.35433,-0.34364 0.00302,-0.02350,-0.13852
06/13/24 12:31:27.226439 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,0.00745,0.00639 0.04510,-0.23303,0.96344 0.16800,0.36000,-0.34200 -0.00319,0.00745,0.00639 0.04510,-0.23303,0.96344 0.16547,0.35367,-0.34397 -0.00457,-0.01974,-0.15370
06/13/24 12:31:27.264715 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,0.00106,-0.00319 0.03802,-0.22046,0.95929 0.16800,0.35400,-0.34200 -0.00213,0.00106,-0.00319 0.03802,-0.22046,0.95929 0.16526,0.35517,-0.34357 0.00727,-0.02608,-0.14738
06/13/24 12:31:27.308685 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,-0.02981,0.01278 0.03912,-0.21875,0.96783 0.16500,0.35250,-0.34800 -0.00213,-0.02981,0.01278 0.03912,-0.21875,0.96783 0.16590,0.35384,-0.34602 0.00843,-0.01769,-0.14521
06/13/24 12:31:27.347418 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,0.00532,0.02023 0.04297,-0.21521,0.96222 0.16650,0.35700,-0.34200 -0.00319,0.00532,0.02023 0.04297,-0.21521,0.96222 0.16545,0.35523,-0.34364 0.00591,-0.02309,-0.14014
06/13/24 12:31:27.390884 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,-0.01171,0.01810 0.03949,-0.22144,0.96735 0.17100,0.35850,-0.33900 -0.00213,-0.01171,0.01810 0.03949,-0.22144,0.96735 0.16702,0.35705,-0.34302 0.00622,-0.01783,-0.14716
06/13/24 12:31:27.429613 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.02129,0.00000,0.02236 0.03619,-0.21692,0.96594 0.17400,0.35250,-0.34650 0.02129,0.00000,0.02236 0.03619,-0.21692,0.96594 0.16761,0.35528,-0.34365 0.01126,-0.02010,-0.14518
06/13/24 12:31:27.473263 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00852,0.00958,0.00213 0.03778,-0.21484,0.96228 0.16050,0.35550,-0.34950 0.00852,0.00958,0.00213 0.03778,-0.21484,0.96228 0.16583,0.35522,-0.34386 0.01023,-0.02376,-0.14290
06/13/24 12:31:27.511839 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.02662,0.01490,0.00426 0.03979,-0.21588,0.96631 0.17250,0.36000,-0.34800 0.02662,0.01490,0.00426 0.03979,-0.21588,0.96631 0.16655,0.35712,-0.34350 0.00858,-0.01942,-0.14258
06/13/24 12:31:27.555487 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01171,-0.00426,0.02981 0.03766,-0.21454,0.96228 0.16800,0.35100,-0.34650 0.01171,-0.00426,0.02981 0.03766,-0.21454,0.96228 0.16607,0.35415,-0.34399 0.01024,-0.02385,-0.14301
06/13/24 12:31:27.594219 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00852,-0.01065,0.02129 0.04169,-0.21698,0.96924 0.16800,0.35250,-0.33750 0.00852,-0.01065,0.02129 0.04169,-0.21698,0.96924 0.16711,0.35389,-0.34298 0.00638,-0.01622,-0.14277
06/13/24 12:31:27.638176 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01065,0.00426,0.01597 0.04492,-0.21411,0.96564 0.16500,0.35100,-0.34350 0.01065,0.00426,0.01597 0.04492,-0.21411,0.96564 0.16607,0.35416,-0.34265 0.00431,-0.01968,-0.13880
06/13/24 12:31:27.676401 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00639,-0.00745,0.01490 0.04572,-0.21661,0.96533 0.16950,0.34950,-0.34650 0.00639,-0.00745,0.01490 0.04572,-0.21661,0.96533 0.16613,0.35306,-0.34310 0.00216,-0.01964,-0.14059
06/13/24 12:31:27.715157 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00852,-0.00213,0.01065 0.03711,-0.21405,0.96552 0.16500,0.35550,-0.33750 -0.00852,-0.00213,0.01065 0.03711,-0.21405,0.96552 0.16812,0.35392,-0.34484 0.01068,-0.02084,-0.14331
06/13/24 12:31:27.758661 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00213,-0.01171,-0.00745 0.03876,-0.22021,0.96008 0.16500,0.36000,-0.34050 -0.00213,-0.01171,-0.00745 0.03876,-0.22021,0.96008 0.16824,0.35609,-0.34147 0.00496,-0.02538,-0.14778
06/13/24 12:31:27.797440 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,-0.01810,-0.01490 0.03882,-0.20331,0.96259 0.16350,0.35250,-0.33750 -0.00319,-0.01810,-0.01490 0.03882,-0.20331,0.96259 0.16767,0.35631,-0.34079 0.01470,-0.02463,-0.13361
06/13/24 12:31:27.841368 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00213,-0.00319,-0.01597 0.04047,-0.21423,0.96228 0.16500,0.35400,-0.34650 0.00213,-0.00319,-0.01597 0.04047,-0.21423,0.96228 0.16588,0.35446,-0.34116 0.00729,-0.02364,-0.14207
06/13/24 12:31:27.879606 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00319,0.00745,-0.01490 0.03906,-0.22021,0.96674 0.16950,0.35400,-0.34650 0.00319,0.00745,-0.01490 0.03906,-0.22021,0.96674 0.16560,0.35378,-0.34242 0.00610,-0.01882,-0.14784
06/13/24 12:31:27.923515 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00106,0.01490,0.00000 0.03082,-0.21667,0.96558 0.16800,0.34650,-0.34350 0.00106,0.01490,0.00000 0.03082,-0.21667,0.96558 0.16880,0.35099,-0.34283 0.01446,-0.02136,-0.14929
06/13/24 12:31:27.961716 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00852,0.00000,0.00532 0.04211,-0.21509,0.96368 0.16350,0.35250,-0.34350 -0.00852,0.00000,0.00532 0.04211,-0.21509,0.96368 0.16567,0.35259,-0.34338 0.00568,-0.02196,-0.14190
06/13/24 12:31:28.005659 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.02236,0.00852,0.00639 0.03979,-0.21729,0.96472 0.17100,0.35850,-0.34200 -0.02236,0.00852,0.00639 0.03979,-0.21729,0.96472 0.16645,0.35408,-0.34232 0.00657,-0.02097,-0.14470
06/13/24 12:31:28.044401 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.01703,0.00426,-0.00213 0.04248,-0.21844,0.96613 0.17100,0.35700,-0.34350 -0.01703,0.00426,-0.00213 0.04248,-0.21844,0.96613 0.16699,0.35537,-0.34420 0.00401,-0.01909,-0.14396
06/13/24 12:31:28.087864 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00319,-0.01384,-0.00426 0.04132,-0.21484,0.96466 0.16800,0.34950,-0.34800 -0.00319,-0.01384,-0.00426 0.04132,-0.21484,0.96466 0.16668,0.35348,-0.34393 0.00662,-0.02107,-0.14176
06/13/24 12:31:28.126604 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01171,-0.01384,-0.00852 0.04730,-0.21899,0.96832 0.16500,0.34800,-0.33750 0.01171,-0.01384,-0.00852 0.04730,-0.21899,0.96832 0.16638,0.35116,-0.34148 0.00010,-0.01630,-0.14208
06/13/24 12:31:28.170246 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.00426,0.01597,-0.04152 0.04468,-0.21405,0.96088 0.16650,0.34950,-0.34800 0.00426,0.01597,-0.04152 0.04468,-0.21405,0.96088 0.16723,0.34943,-0.34197 0.00361,-0.02452,-0.13970
06/13/24 12:31:28.208799 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00106,-0.00319,-0.02874 0.04254,-0.21014,0.96710 0.16500,0.35700,-0.34500 -0.00106,-0.00319,-0.02874 0.04254,-0.21014,0.96710 0.16829,0.35156,-0.34479 0.00860,-0.01903,-0.13738
06/13/24 12:31:28.252974 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 -0.00639,0.00639,-0.02981 0.04004,-0.21667,0.96808 0.16500,0.35100,-0.34650 -0.00639,0.00639,-0.02981 0.04004,-0.21667,0.96808 0.16742,0.35262,-0.34453 0.00771,-0.01768,-0.14392
06/13/24 12:31:28.291220 0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000 100 0.01065,-0.00639,-0.02981 0.04602,-0.21765,0.96490 0.17250,0.35100,-0.34200 0.01065,-0.00639,-0.02981 0.04602,-0.21765,0.96490 0.16784,0.35238,-0.34339 0.00212,-0.01993,-0.14139
